Regular C10,Posted,2020-01,33761,34053989.13,01-Jan-2020,30-Jan-2020
Adjusted C10,Posted,2020-01,683,189959.63,01-Jan-2020,30-Jan-2020
Regular C10,Pending,2020-01,1177,305956.68,01-Jan-2020,30-Jan-2020
Adjusted C10,Pending,2020-01,167,137662.54,01-Jan-2020,30-Jan-2020
